shipment_id,transit_hours,door_opens,mean_temp,max_temp,min_temp,temp_std_c,temp_recovery_rate,rh_mean,rh_std,rh_max,package_type,product_volume_l,fill_ratio,carrier_id,origin_zone,dest_zone,leg_count,sensor_gap_hours,vibration_index,feature_x1,feature_x2,feature_x3,silent_failure,max_temp_c,delay_minutes,high_spoilage_risk,failure_category,predicted_spoilage_risk
SHP007406,1.28,1,3.451,3.718,2.909,0.048,0.1564,0.4158,0.0269,0.4772,1,19.22,0.7956,2,4,4,1,1.759,0.5457,0.3581,1.0593,0,0,3.451,2.909,0,Refrigeration Failure,0
SHP007407,0.93,4,3.963,4.596,3.913,0.523,0.2985,0.4665,0.0341,0.4964,0,14.17,0.5847,9,1,2,2,1.149,0.8799,0.1508,0.3721,1,0,3.963,3.913,0,Hub Dwell Delay,0
SHP007408,5.67,10,8.001,11.99,5.292,2.076,0.4446,0.4872,0.0559,0.6236,1,13.7,0.4054,2,0,0,3,0.162,3.2153,-1.2217,-0.3271,1,1,8.001,5.292,1,Hub Dwell Delay,1
SHP007409,2.37,0,2.711,4.473,2.403,0.621,0.2858,0.4392,0.033,0.4893,1,17.5,0.7173,1,5,4,1,0.395,0.9091,0.6595,-1.7397,0,0,2.711,2.403,0,Urban Traffic,0
SHP007410,2.84,8,2.16,3.416,1.652,1.137,0.274,0.3705,0.0395,0.4601,2,12.89,0.6748,6,1,5,2,0.359,1.0617,-1.2888,-0.3851,0,0,2.16,1.652,0,None,0
SHP007411,4.12,11,2.3,3.576,2.109,1.094,0.4483,0.5128,0.0646,0.5913,0,14.92,0.686,10,0,3,1,1.128,2.3734,0.0737,-0.3855,0,0,2.3,2.109,0,Urban Traffic,0
SHP007412,3.16,17,5.271,5.549,2.267,1.391,0.4775,0.6732,0.0896,0.7287,1,3.6,0.7201,9,4,2,1,1.549,2.3908,0.1746,0.3299,0,1,5.271,2.267,0,None,0
SHP007413,1.88,4,2.068,2.661,1.594,1.098,0.5906,0.436,0.0339,0.551,0,8.58,0.6669,8,1,1,2,0.374,2.4842,-0.1178,1.0729,0,0,2.068,1.594,0,Urban Traffic,0
SHP007414,1.97,4,3.121,3.91,2.554,0.521,0.4878,0.3768,0.0632,0.4047,0,16.0,0.4374,11,3,1,3,1.291,4.7106,1.3995,-0.3853,0,0,3.121,2.554,0,Hub Dwell Delay,0
SHP007415,1.86,3,3.181,3.515,2.965,0.822,0.469,0.4786,0.0288,0.5498,0,11.48,0.6718,10,2,1,2,1.128,2.7444,0.0926,-1.165,0,0,3.181,2.965,0,Refrigeration Failure,0
SHP007416,5.22,20,3.586,4.674,3.106,1.464,0.6517,0.7692,0.0643,0.8174,1,16.28,0.9595,7,3,4,3,1.636,5.2855,-0.4493,0.4816,0,0,3.586,3.106,0,Hub Dwell Delay,0
SHP007417,4.69,15,2.94,5.83,1.756,1.21,0.6213,0.6715,0.0807,0.676,2,12.58,0.6069,5,5,1,1,0.425,0.6428,-0.1257,0.512,0,0,2.94,1.756,0,Hub Dwell Delay,0
SHP007418,1.09,2,4.12,4.659,3.955,0.796,0.3601,0.4931,0.0496,0.5215,0,15.33,0.6787,8,2,5,2,0.888,0.8591,-1.4222,0.3665,1,0,4.12,3.955,0,Refrigeration Failure,0
SHP007419,1.53,4,4.876,5.69,4.82,0.75,0.5059,0.4275,0.0438,0.4704,2,13.36,0.8079,4,2,5,1,0.538,1.5138,1.3844,0.6994,1,0,4.876,4.82,0,Urban Traffic,0
SHP007420,10.1,8,4.343,9.038,3.655,1.657,0.4178,0.5595,0.1105,0.9235,0,7.61,0.7966,7,2,2,1,0.681,2.2135,-0.5177,-0.7105,0,0,4.343,3.655,1,Refrigeration Failure,1
SHP007421,8.93,14,2.804,3.589,1.097,2.066,0.6051,0.6075,0.1112,0.7148,1,12.43,0.583,2,3,2,1,0.697,1.4716,1.2114,0.0559,0,1,2.804,1.097,1,Urban Traffic,1
SHP007422,4.47,16,7.015,9.934,7.003,1.961,0.5644,0.6714,0.0408,0.8938,2,11.1,0.7608,6,1,0,1,0.395,1.1868,-1.0766,-0.4047,1,0,7.015,7.003,1,None,1
SHP007423,7.13,10,2.2,8.103,1.135,2.577,0.3999,0.5561,0.0918,0.6669,0,12.23,0.5567,4,1,3,1,0.003,1.8608,-0.4664,-1.6768,0,1,2.2,1.135,0,Urban Traffic,0
SHP007424,1.06,5,3.852,4.636,3.179,0.476,0.3698,0.5473,0.0169,0.6723,0,9.99,0.883,11,4,4,3,1.31,1.7302,0.3656,1.131,0,0,3.852,3.179,0,Hub Dwell Delay,0
SHP007425,1.76,3,3.813,4.515,3.373,0.796,0.1408,0.4669,0.0356,0.5109,1,15.1,1.0,0,2,4,1,1.143,2.3538,0.9677,0.2099,1,0,3.813,3.373,0,None,0
SHP007426,2.49,8,4.498,5.108,3.528,1.649,0.407,0.5314,0.1388,0.5653,0,9.23,0.7725,0,1,2,1,0.411,2.866,-0.5493,-0.3391,0,0,4.498,3.528,0,Urban Traffic,0
SHP007427,11.57,18,0.449,1.161,-0.317,0.639,0.5323,0.606,0.1147,0.6143,0,16.26,0.5225,8,1,4,2,0.552,1.0043,0.2073,-0.0708,0,0,0.449,-0.317,1,Urban Traffic,1
SHP007428,5.52,5,5.491,6.021,3.672,1.057,0.3965,0.4635,0.0873,0.5029,0,7.26,0.6342,2,3,3,2,0.305,2.3146,0.9168,-0.8554,1,1,5.491,3.672,0,Hub Dwell Delay,0
SHP007429,5.2,18,5.771,10.795,4.247,2.246,0.5153,0.4236,0.0809,0.4425,0,11.31,0.6371,8,4,2,2,1.258,3.2731,-1.1327,-0.3515,0,1,5.771,4.247,0,Hub Dwell Delay,0
SHP007430,9.44,9,3.496,4.393,3.324,3.199,0.4436,0.7181,0.1146,0.8091,1,0.9,0.5392,5,5,4,1,0.285,2.2498,0.9955,0.1129,1,0,3.496,3.324,1,Urban Traffic,1
SHP007431,3.37,6,2.185,2.693,1.972,0.747,0.2872,0.5107,0.0818,0.6276,1,14.04,0.92,0,5,4,2,1.808,0.5584,0.9957,0.9264,0,0,2.185,1.972,0,Urban Traffic,0
SHP007432,3.0,13,7.585,7.876,6.235,2.463,0.5142,0.6131,0.1207,0.7842,0,13.35,0.7304,1,5,2,1,0.408,1.5959,0.49,1.2214,0,0,7.585,6.235,1,Urban Traffic,1
SHP007433,1.35,5,2.95,4.278,2.819,0.455,0.4277,0.4465,0.0572,0.4846,0,15.62,0.5096,0,5,3,1,1.238,2.1831,1.9347,-0.105,0,0,2.95,2.819,0,Refrigeration Failure,0
SHP007434,2.37,5,1.732,4.634,1.385,0.807,0.4583,0.3417,0.0603,0.4538,2,8.52,0.7778,10,4,2,3,0.125,2.1683,-0.1137,-0.162,0,0,1.732,1.385,0,Urban Traffic,0
SHP007435,3.88,12,3.809,4.59,3.649,1.129,0.5025,0.594,0.0534,0.6533,1,15.04,0.9239,5,3,4,1,0.67,0.9373,0.7796,0.2553,0,0,3.809,3.649,0,Urban Traffic,0
SHP007436,10.1,16,9.829,9.871,6.014,1.155,0.6385,0.569,0.038,,0,10.74,0.6138,4,1,2,1,0.25,1.194,-0.4887,0.1261,0,1,9.829,6.014,1,Refrigeration Failure,1
SHP007437,7.49,12,4.126,4.295,2.434,2.314,0.5158,0.6367,0.0312,0.8204,2,14.62,0.8106,11,0,4,2,0.964,1.8869,-0.4194,-1.2279,0,0,4.126,2.434,0,Urban Traffic,0
SHP007438,1.78,6,0.68,2.675,-0.072,0.863,0.3837,0.3924,0.0838,0.4029,2,16.75,0.755,11,3,2,3,0.105,3.1318,-0.9586,-0.1687,0,0,0.68,-0.072,0,Hub Dwell Delay,0
SHP007439,2.84,13,3.591,4.064,3.51,1.038,0.5312,0.6175,0.1156,0.6726,0,12.31,0.9253,11,0,5,2,0.115,3.1297,-1.1729,1.4337,1,0,3.591,3.51,0,Hub Dwell Delay,0
SHP007440,1.63,0,3.61,4.267,3.548,0.566,0.4598,0.5628,0.0486,0.5906,0,13.62,0.8694,11,4,5,1,0.026,2.1909,0.4845,-0.2675,1,0,3.61,3.548,0,Refrigeration Failure,0
SHP007441,2.09,5,4.257,5.357,3.583,1.049,0.4573,0.3821,0.0287,0.4355,0,15.49,0.6962,2,1,2,3,0.322,1.9461,-0.8602,-0.9488,0,0,4.257,3.583,0,Urban Traffic,0
SHP007442,1.67,4,3.883,4.698,2.949,0.559,0.2472,0.421,0.05,,2,16.37,0.6517,10,3,2,3,0.094,3.0877,-1.2625,-1.0383,1,0,3.883,2.949,0,None,0
SHP007443,3.62,20,5.163,7.968,2.668,2.799,0.4985,0.7075,0.1904,0.9706,1,3.05,0.8913,0,0,2,2,0.494,1.9741,-0.8662,0.8951,0,0,5.163,2.668,0,Hub Dwell Delay,0
SHP007444,1.72,4,4.663,5.056,4.528,0.7,0.5146,0.4643,0.0623,0.4769,0,14.76,0.604,3,4,4,2,1.409,0.6831,0.701,-0.2644,0,0,4.663,4.528,0,Urban Traffic,0
SHP007445,2.08,8,5.181,6.889,4.671,0.662,0.3877,0.4851,0.0823,0.5751,1,11.14,0.7687,9,5,2,1,0.571,1.4167,0.4658,0.3722,0,0,5.181,4.671,0,Urban Traffic,0
SHP007446,1.14,4,4.072,4.341,3.843,0.616,0.2793,0.5176,0.0575,0.5329,0,12.06,0.6786,5,0,0,1,0.823,1.5254,-1.3041,-0.2145,1,0,4.072,3.843,0,Hub Dwell Delay,0
SHP007447,0.86,5,3.702,4.713,3.484,0.555,0.3643,0.4379,0.0128,0.475,1,13.04,0.5859,5,3,2,1,0.373,1.6038,0.2989,1.4874,0,0,3.702,3.484,0,Urban Traffic,0
SHP007448,1.78,13,3.262,7.015,2.344,1.895,0.6103,0.4624,0.0934,0.5015,0,15.35,0.4734,7,4,0,3,0.93,3.8966,-0.4034,-0.6065,0,0,3.262,2.344,0,Urban Traffic,0
SHP007449,1.14,1,3.841,4.699,3.585,0.584,0.2109,0.474,0.0243,0.7043,2,14.21,0.7468,9,2,1,1,0.779,1.9651,-0.9514,0.3711,0,0,3.841,3.585,0,None,0
SHP007450,1.35,4,4.554,4.583,4.47,0.43,0.6888,0.4911,0.0267,0.5364,2,18.72,0.8202,7,1,3,1,2.755,0.5989,0.1791,-1.9582,0,0,4.554,4.47,0,Urban Traffic,0
SHP007451,1.94,7,4.555,5.714,4.214,1.13,0.3445,0.377,0.0574,0.5947,0,17.98,0.7912,2,4,3,1,1.544,2.2679,1.0084,1.7051,0,0,4.555,4.214,0,None,0
SHP007452,2.11,0,2.883,3.606,2.57,0.601,0.4701,0.4946,0.0362,0.5416,2,13.95,0.7512,0,5,1,1,0.796,1.6948,1.19,-0.125,0,0,2.883,2.57,0,Refrigeration Failure,0
SHP007453,2.33,4,2.442,2.77,1.757,0.676,0.561,0.3944,0.0766,0.4969,1,5.13,1.0,5,3,2,1,0.129,0.1178,2.4116,0.7502,0,0,2.442,1.757,0,Hub Dwell Delay,0
SHP007454,10.37,7,6.432,9.328,5.539,1.676,0.3109,0.5638,0.1061,0.7167,1,11.42,1.0,10,3,4,2,0.373,2.7493,0.9129,-0.3104,1,1,6.432,5.539,1,Urban Traffic,1
SHP007455,7.32,10,7.41,10.218,6.615,2.248,0.3632,0.4651,0.0928,0.5722,2,11.23,0.6626,3,4,4,1,0.625,0.1043,-0.298,-0.1761,1,1,7.41,6.615,1,Urban Traffic,1
SHP007456,1.29,2,4.559,5.862,4.474,0.739,0.4301,0.4842,0.0499,0.5074,0,11.07,0.7186,1,4,4,2,0.088,0.8625,-0.5625,0.815,0,0,4.559,4.474,0,None,0
SHP007457,1.84,5,2.296,2.683,1.816,1.17,0.7131,0.356,0.0475,0.5278,0,16.58,0.6663,8,0,0,1,0.136,1.4895,1.0844,-0.9969,0,0,2.296,1.816,0,None,0
SHP007458,3.78,24,5.822,7.443,4.785,2.604,0.276,0.4463,0.0721,0.5553,0,8.6,0.8519,2,2,4,2,0.173,2.9871,-0.4765,0.5746,0,0,5.822,4.785,0,None,0
SHP007459,9.07,8,4.01,6.567,2.498,2.0,0.4943,0.5937,0.0955,0.6594,0,11.91,0.6622,5,2,5,2,0.345,2.1622,-2.2947,-1.1425,0,1,4.01,2.498,1,Hub Dwell Delay,1
SHP007460,1.65,4,4.671,4.818,4.633,0.724,0.2816,0.4278,0.0454,0.4332,2,18.25,0.8587,7,2,4,1,0.883,1.0578,-1.7848,1.8351,1,0,4.671,4.633,0,Hub Dwell Delay,0
SHP007461,4.19,12,6.391,7.913,6.383,0.645,0.2808,0.4588,0.0838,0.5705,0,0.58,0.7523,7,2,0,2,0.102,0.59,0.0582,0.4182,1,1,6.391,6.383,1,None,1
SHP007462,3.58,7,1.256,1.742,-0.252,0.811,0.2921,0.3778,0.0422,0.5237,0,17.07,0.6589,7,4,2,2,0.532,2.3816,0.0785,-0.8511,0,0,1.256,-0.252,0,Urban Traffic,0
SHP007463,2.39,4,3.855,4.595,3.616,0.535,0.6361,0.4725,0.0693,0.5052,2,16.31,0.4086,6,1,2,3,0.422,2.7684,-0.4991,-1.1208,0,0,3.855,3.616,0,Urban Traffic,0
SHP007464,1.33,6,3.913,5.455,3.905,0.665,0.3769,0.433,0.0667,0.5584,0,13.42,0.8527,4,5,4,2,0.985,1.9,0.8328,0.3751,1,0,3.913,3.905,0,None,0
SHP007465,1.74,2,3.769,3.867,3.016,0.587,0.4536,0.4574,0.0469,0.5972,0,14.78,0.5135,4,0,3,1,0.785,1.514,-0.1136,1.128,0,0,3.769,3.016,0,Urban Traffic,0
SHP007466,5.07,12,5.297,5.616,3.329,2.49,0.5088,0.6756,0.0513,0.734,0,9.7,0.8416,10,0,2,2,0.075,1.3967,0.8035,-0.8661,0,0,5.297,3.329,0,Urban Traffic,0
SHP007467,4.27,9,2.187,4.96,1.18,0.841,0.2324,0.4836,0.0293,0.5498,2,10.47,0.3013,6,4,4,1,0.486,2.523,-1.6699,0.5589,0,0,2.187,1.18,0,None,0
SHP007468,1.5,3,4.249,4.353,4.148,0.723,0.2269,0.5106,0.0471,0.546,2,13.22,0.5127,11,2,1,3,1.37,3.2717,1.5596,1.5633,0,0,4.249,4.148,0,Refrigeration Failure,0
SHP007469,1.27,3,3.862,5.711,2.866,0.949,0.4041,0.4461,0.0219,,2,20.11,0.8082,5,5,5,2,0.471,0.3639,-0.0628,0.1583,1,0,3.862,2.866,0,Refrigeration Failure,0
SHP007470,2.7,5,2.758,5.114,1.442,1.026,0.4879,0.4494,0.0275,0.4978,0,15.69,0.6155,5,3,5,2,2.521,0.9757,-1.3278,-0.3822,0,0,2.758,1.442,0,None,0
SHP007471,9.61,14,5.548,6.993,3.433,2.7,0.5039,0.7453,0.0803,0.858,0,9.02,0.4783,6,0,1,2,1.845,1.3873,-0.4333,-1.7144,1,0,5.548,3.433,1,None,1
SHP007472,1.98,2,4.629,6.092,4.381,0.736,0.3563,0.4631,0.0373,0.4637,0,13.02,0.6999,5,3,5,1,0.322,0.5425,-0.2489,-0.8877,0,0,4.629,4.381,0,Urban Traffic,0
SHP007473,4.65,6,4.394,6.47,4.147,1.219,0.1905,0.5565,0.0385,0.5951,0,11.58,0.852,3,2,3,1,1.044,0.9095,0.0008,-1.296,0,0,4.394,4.147,0,None,0
SHP007474,13.99,12,8.203,13.35,8.035,1.463,0.4669,0.5457,0.0744,0.6196,0,8.92,0.7369,7,3,1,2,0.059,3.7845,0.5688,0.3677,0,1,8.203,8.035,1,Hub Dwell Delay,1
SHP007475,4.36,5,2.904,3.274,1.883,0.755,0.252,0.5426,0.1032,0.5441,0,13.42,0.4937,9,0,0,2,1.353,0.7009,2.0133,0.6362,0,1,2.904,1.883,0,Hub Dwell Delay,0
SHP007476,4.35,17,4.125,4.189,2.689,1.367,0.4842,0.6586,0.0307,0.7001,0,13.23,0.9195,2,0,0,2,0.946,1.7268,-1.8714,-0.8055,0,0,4.125,2.689,0,Urban Traffic,0
SHP007477,3.62,8,6.09,6.528,4.152,0.821,0.4669,0.5573,0.0475,0.5968,0,23.7,0.7329,9,1,0,1,1.167,3.3872,0.4447,-0.4469,0,0,6.09,4.152,1,Hub Dwell Delay,1
SHP007478,3.58,6,3.01,5.973,2.665,0.89,0.432,0.3632,0.0562,0.3756,0,9.43,0.8126,5,0,1,1,0.115,2.672,-0.9384,-1.8322,0,0,3.01,2.665,0,Urban Traffic,0
SHP007479,2.94,2,1.416,3.305,0.61,0.665,0.5888,0.4377,0.0336,0.5644,0,8.61,0.5888,11,5,0,1,0.075,0.1299,-0.7986,0.5283,0,0,1.416,0.61,0,Refrigeration Failure,0
SHP007480,1.5,6,4.375,4.823,4.232,0.834,0.2536,0.4838,0.0394,0.6271,2,10.73,0.5197,11,0,1,2,0.195,1.3914,0.7887,0.2377,0,0,4.375,4.232,0,None,0
SHP007481,0.5,2,4.298,4.616,4.026,0.391,0.0898,0.4777,0.0413,0.4793,2,6.19,0.8356,0,5,1,1,0.61,1.5183,0.2283,-1.3082,1,0,4.298,4.026,0,None,0
SHP007482,5.48,13,4.235,6.855,3.111,1.289,0.4677,0.5711,0.1045,0.6866,0,16.42,0.7766,7,1,2,1,0.554,1.5663,-0.1035,-0.3871,0,0,4.235,3.111,0,None,0
SHP007483,1.25,6,3.747,4.549,3.264,0.401,0.261,0.463,0.0553,,2,12.5,0.7793,8,5,3,1,0.359,1.0192,0.5683,1.306,1,0,3.747,3.264,0,None,0
SHP007484,14.18,12,8.951,13.253,8.241,2.121,0.4645,0.5786,0.1048,0.907,0,12.14,0.8246,7,3,3,1,1.483,2.0642,-0.5951,-0.7152,0,0,8.951,8.241,1,Urban Traffic,1
SHP007485,1.94,2,4.186,4.778,3.962,0.524,0.4045,0.488,0.0312,0.5093,0,14.85,0.6975,2,2,2,1,0.046,1.873,-0.767,0.435,1,0,4.186,3.962,0,None,0
SHP007486,3.35,10,6.133,7.413,5.73,1.016,0.7066,0.6442,0.0695,0.7248,1,22.08,0.7046,1,0,1,2,0.313,3.0344,-1.2488,-0.296,1,0,6.133,5.73,1,Urban Traffic,1
SHP007487,8.17,4,5.978,8.183,5.652,2.122,0.6079,0.7506,0.1148,0.8455,0,16.45,0.6442,9,4,3,1,0.147,2.1377,-1.5265,0.5981,0,0,5.978,5.652,1,Hub Dwell Delay,1
SHP007488,1.75,1,2.889,5.253,2.365,0.815,0.4889,0.4281,0.0617,0.4808,0,9.11,0.9643,10,1,1,3,0.124,3.0666,-2.9164,1.3059,0,0,2.889,2.365,0,Refrigeration Failure,0
SHP007489,1.92,6,3.194,3.343,2.81,0.592,0.3964,0.4491,0.0331,0.5451,2,17.74,0.5769,2,3,3,3,0.073,2.4562,0.8573,-0.4006,0,0,3.194,2.81,0,Urban Traffic,0
SHP007490,3.62,9,4.84,6.848,3.676,0.824,0.422,0.661,0.1189,0.8039,0,11.4,0.9404,11,3,3,1,0.282,2.0065,1.0026,-0.0465,1,0,4.84,3.676,0,Urban Traffic,0
SHP007491,13.2,10,8.43,12.122,7.938,2.544,0.5579,0.4256,0.1213,,0,14.43,0.7851,5,5,3,2,0.279,0.8184,0.1478,-2.044,0,0,8.43,7.938,1,None,1
SHP007492,2.77,14,3.927,7.084,0.539,1.501,0.3373,0.4651,0.078,0.5417,0,14.98,0.8211,2,0,2,2,1.87,4.1112,-1.7823,0.5061,0,0,3.927,0.539,0,Hub Dwell Delay,0
SHP007493,2.06,6,5.421,6.093,4.597,1.61,0.5014,0.5233,0.0624,0.568,1,17.54,0.5743,4,0,2,3,0.421,1.9662,-0.5682,-1.3536,0,0,5.421,4.597,0,Hub Dwell Delay,0
SHP007494,3.64,21,8.916,9.675,7.831,1.306,0.5936,0.5909,0.0982,0.6334,0,12.79,0.4654,1,1,0,1,0.348,0.5301,-0.4315,-0.9584,0,0,8.916,7.831,1,Refrigeration Failure,1
SHP007495,2.08,2,3.752,4.921,3.284,0.494,0.5073,0.4714,0.0256,0.4765,0,10.46,0.834,7,0,2,1,1.26,1.9057,-0.1591,-0.4015,0,0,3.752,3.284,0,Refrigeration Failure,0
SHP007496,13.4,13,4.009,11.59,3.232,2.38,0.4272,0.5515,0.099,0.6328,1,10.85,0.6665,8,3,1,2,0.015,1.2719,-0.3866,0.8477,0,1,4.009,3.232,1,Refrigeration Failure,1
SHP007497,4.55,22,5.846,6.694,5.061,2.421,0.694,0.636,0.0821,0.99,0,14.76,0.6093,7,5,5,1,0.166,1.5232,2.5512,-0.4159,0,0,5.846,5.061,0,Hub Dwell Delay,0
SHP007498,3.56,11,3.316,3.793,1.669,1.035,0.4173,0.5434,0.0711,0.6302,0,8.59,0.7387,4,1,4,1,0.607,0.4987,-0.1883,0.0906,0,0,3.316,1.669,0,Refrigeration Failure,0
SHP007499,1.38,3,2.705,4.16,2.508,0.793,0.3992,0.5041,0.0263,0.5344,0,12.48,0.4821,8,1,2,3,0.016,0.4544,1.1978,0.221,0,0,2.705,2.508,0,Refrigeration Failure,0
SHP007500,1.45,7,2.663,4.079,2.264,0.727,0.3397,0.4906,0.0653,0.7175,2,12.73,0.7002,4,1,5,1,0.149,2.3517,0.127,-0.1217,0,0,2.663,2.264,0,Urban Traffic,0
SHP007501,0.79,5,3.364,3.474,2.978,0.583,0.4529,0.5063,0.0225,0.6394,1,15.76,0.5879,3,4,1,2,0.058,3.0583,-0.2414,-0.0152,0,0,3.364,2.978,0,Urban Traffic,0
SHP007502,5.03,5,4.885,6.734,4.412,1.452,0.2541,0.495,0.0852,0.5271,0,16.87,0.5785,0,0,5,1,0.136,2.1179,0.3907,-1.8029,0,0,4.885,4.412,0,Hub Dwell Delay,0
SHP007503,4.09,16,8.024,8.387,6.335,2.517,0.5913,0.4681,0.1027,0.5914,0,10.22,0.49,0,1,1,3,0.879,3.0453,0.5156,0.782,0,0,8.024,6.335,1,None,1
SHP007504,2.26,10,3.913,4.686,3.761,0.58,0.5334,0.4542,0.063,0.483,0,8.33,0.4369,3,3,0,2,0.03,2.7202,-0.1059,-0.2867,0,0,3.913,3.761,0,Refrigeration Failure,0
SHP007505,1.4,20,3.177,7.678,2.355,2.408,0.4934,0.5001,0.0991,0.6788,1,11.3,0.6628,0,0,5,1,2.515,1.3646,1.2758,-1.882,0,0,3.177,2.355,0,Refrigeration Failure,0
SHP007506,2.69,3,1.512,1.894,0.651,0.982,0.4324,0.4371,0.0597,0.5436,1,6.0,0.6419,5,4,2,1,0.611,1.2869,-0.3329,-0.0259,0,0,1.512,0.651,0,Urban Traffic,0
SHP007507,5.72,17,5.333,5.336,3.12,1.898,0.6687,0.5728,0.066,0.8398,0,18.18,0.838,5,3,5,1,1.019,1.7534,-0.0599,-0.4897,0,0,5.333,3.12,0,Hub Dwell Delay,0
SHP007508,3.93,7,4.105,6.513,2.158,1.368,0.3607,0.5814,0.064,0.7174,0,15.64,0.8814,8,5,3,1,0.857,1.2044,-1.1104,0.834,0,0,4.105,2.158,0,Hub Dwell Delay,0
SHP007509,1.61,4,2.555,4.224,1.79,1.354,0.4573,0.4699,0.0504,0.4968,0,11.29,0.783,8,5,1,2,0.683,0.8259,0.763,1.2607,1,0,2.555,1.79,0,Hub Dwell Delay,0
SHP007510,3.79,8,6.487,6.643,5.799,1.284,0.3478,0.4311,0.1124,0.6813,0,13.38,0.4988,1,0,4,3,1.123,2.4495,0.066,1.0807,0,0,6.487,5.799,1,Refrigeration Failure,1
SHP007511,1.68,1,4.02,4.621,3.735,0.294,0.297,0.4958,0.0646,0.5289,0,15.41,0.5852,4,3,0,2,1.963,1.7854,-0.0162,-1.213,0,0,4.02,3.735,0,Refrigeration Failure,0
SHP007512,5.86,12,4.615,5.386,4.178,0.949,0.5709,0.5945,0.0536,0.8761,1,10.84,0.5829,11,0,4,1,0.145,2.3134,-0.198,0.5114,1,0,4.615,4.178,0,Urban Traffic,0
SHP007513,12.17,13,4.77,8.18,2.649,2.052,0.5149,0.457,0.0443,,0,16.79,0.613,9,0,4,1,1.648,1.0891,1.6716,0.1661,1,1,4.77,2.649,1,Hub Dwell Delay,1
SHP007514,4.63,13,5.388,7.318,5.144,0.972,0.5257,0.5001,0.0821,0.6246,1,16.45,0.8181,10,4,1,2,0.639,0.9932,-0.77,1.0502,1,0,5.388,5.144,0,Refrigeration Failure,0
SHP007515,8.77,8,7.052,10.664,4.95,2.629,0.5168,0.4653,0.0346,0.601,1,9.82,0.6098,11,0,3,2,0.916,2.8986,1.0246,0.2094,0,1,7.052,4.95,1,Urban Traffic,1
SHP007516,5.66,18,8.787,12.898,6.693,2.054,0.4972,0.5062,0.1235,0.5534,0,8.47,0.6903,10,0,5,1,0.945,2.8092,0.236,-0.7724,0,0,8.787,6.693,1,Refrigeration Failure,1
SHP007517,1.42,2,4.962,5.207,4.774,0.627,0.3782,0.5082,0.0447,,1,12.68,0.8583,10,1,2,1,1.049,0.521,-0.1414,0.2363,0,0,4.962,4.774,0,Refrigeration Failure,0
SHP007518,7.76,8,7.139,7.958,5.798,3.248,0.4701,0.6413,0.0744,0.8108,2,14.39,0.5294,10,5,3,3,0.154,2.3893,1.0485,-0.1656,1,0,7.139,5.798,1,None,1
SHP007519,9.33,13,7.314,8.575,6.436,1.872,0.5656,0.5509,0.093,0.8152,0,6.79,0.5712,0,1,2,2,0.431,2.6699,-0.9,0.3589,0,1,7.314,6.436,1,None,1
SHP007520,4.09,8,3.797,4.642,3.434,0.709,0.331,0.4258,0.0377,0.5839,1,15.31,0.62,6,3,1,3,0.705,1.4026,-1.3569,1.9446,0,0,3.797,3.434,0,Refrigeration Failure,0
SHP007521,4.87,7,1.821,3.057,1.711,1.091,0.3607,0.3657,0.0525,0.3788,0,23.21,0.8371,10,3,5,3,0.198,1.85,0.4746,-0.5233,0,0,1.821,1.711,0,None,0
SHP007522,2.14,8,0.906,2.033,0.765,1.059,0.2833,0.3811,0.0613,0.4884,1,9.99,0.7926,10,1,3,3,0.488,2.6611,0.5525,-0.1954,0,0,0.906,0.765,0,Urban Traffic,0
SHP007523,10.35,17,3.653,8.254,1.722,2.469,0.5222,0.7479,0.0797,0.9462,0,9.7,0.7011,9,1,5,1,2.574,1.8226,-0.2284,0.4465,0,1,3.653,1.722,1,Hub Dwell Delay,1
SHP007524,2.05,10,4.185,4.936,3.21,1.544,0.4054,0.3764,0.0688,0.5336,1,16.05,0.6645,0,0,3,1,1.073,1.857,-1.2462,0.1965,0,0,4.185,3.21,0,Urban Traffic,0
SHP007525,2.42,2,1.694,1.731,1.311,0.885,0.4569,0.5069,0.0534,0.5796,1,16.6,0.9346,10,1,3,1,0.902,2.2177,0.1048,-0.6662,0,0,1.694,1.311,0,Hub Dwell Delay,0
SHP007526,4.03,15,8.147,9.434,6.304,1.84,0.5636,0.6057,0.1162,0.7065,0,17.71,0.7466,11,2,1,2,0.379,1.6184,0.9278,1.2029,1,1,8.147,6.304,1,Refrigeration Failure,1
SHP007527,1.35,0,3.756,3.904,3.428,0.437,0.5124,0.5262,0.0256,0.5537,1,5.12,0.4322,11,3,3,1,0.156,1.8031,-0.5629,1.3388,0,0,3.756,3.428,0,None,0
SHP007528,1.3,2,4.225,4.283,3.975,0.884,0.5584,0.4999,0.0498,0.652,0,14.84,0.8352,3,0,1,1,1.462,0.3463,-1.5903,0.6242,1,0,4.225,3.975,0,None,0
SHP007529,10.14,11,7.832,16.295,6.908,1.584,,0.4691,0.0741,0.67,2,18.46,0.878,0,5,0,1,5.211,1.5685,-0.1756,0.2346,0,1,7.832,6.908,1,Urban Traffic,1
SHP007530,1.15,6,2.71,2.781,1.634,1.14,0.6247,0.3362,0.0223,0.5038,1,8.47,0.88,1,3,0,2,0.291,1.5809,-0.457,-1.0027,0,0,2.71,1.634,0,Urban Traffic,0
